num,imdb_id,number_of _posters
1356,tt0120327,1
1357,tt1104001,63
1358,tt1028576,20
1359,tt1414382,23
1360,tt0398286,86
1361,tt0480255,32
1362,tt0817177,20
1363,tt1470023,14
1364,tt0087800,79
1365,tt1222817,34
1366,tt1305583,14
1367,tt1322312,28
1368,tt1055292,29
1369,tt1231583,40
1370,tt1403981,26
1371,tt0815236,34
1372,tt0059793,8
1373,tt0479997,35
1374,tt0892791,82
1375,tt0435705,28
1376,tt1220634,66
1377,tt0822847,49
1378,tt0077413,25
1379,tt0979434,10
1380,tt1240982,25
1381,tt1265990,17
1382,tt1126591,26
1383,tt1174730,14
1384,tt0892318,27
1385,tt1226229,30
1386,tt1126618,30
1387,tt1053424,39
1388,tt1020558,36
1389,tt2242910,1
1390,tt1068242,25
1391,tt0087985,23
1392,tt0301181,5
1393,tt1375670,49
1394,tt1020876,6
1395,tt0427152,22
1396,tt1251757,10
1397,tt1014759,92
1398,tt0808510,29
1399,tt1226273,40
1400,tt0892769,75
1401,tt0955308,61
1402,tt1228705,109
1403,tt1259521,50
1404,tt0377981,43
1405,tt1219342,54
1406,tt1139328,40
1407,tt0913968,18
1408,tt0464154,32
1409,tt0091530,25
1410,tt0435761,80
1411,tt0403702,18
1412,tt0417433,8
1413,tt0795351,27
1414,tt1287468,25
1415,tt0297144,8
1416,tt1092634,17
1417,tt0947810,41
1418,tt0980970,46
1419,tt1250777,91
1420,tt0477080,40
1421,tt1037705,54
1422,tt0800320,51
1423,tt0473075,55
1424,tt0844993,23
1425,tt1045772,23
1426,tt1027718,48
1427,tt1151359,14
1428,tt0989757,17
1429,tt1038686,25
1430,tt1175709,24
1431,tt0492389,20
1432,tt0318462,16
1433,tt0840361,45
1434,tt1013743,51
1435,tt0139668,20
1436,tt1386588,46
1437,tt1196141,23
1438,tt0457528,1
1439,tt0765128,25
1440,tt1424381,59
1441,tt1302067,36
1442,tt1217613,61
1443,tt1193631,28
1444,tt0120318,8
1445,tt0091209,19
1446,tt1440728,26
1447,tt1213012,36
1448,tt1294161,3
1449,tt1038919,39
1450,tt1411664,7
1451,tt0758752,34
1452,tt1341188,23
1453,tt0119123,15
1454,tt1034389,33
1455,tt1403865,71
1456,tt1536044,31
1457,tt0140379,11
1458,tt1228987,41
1459,tt0842926,20
1460,tt1077262,16
1461,tt1210039,2
1462,tt0165078,8
1463,tt0120576,8
1464,tt1352824,29
1465,tt1305591,34
1466,tt1291584,42
1467,tt1477076,43
1468,tt0451069,3
1469,tt1405500,14
1470,tt0120524,14
1471,tt1376195,7
1472,tt0110357,105
1473,tt1285016,72
1474,tt1320244,20
1475,tt0213749,3
1476,tt0264150,19
1477,tt0889573,26
1478,tt0280105,1
1479,tt1379177,27
1480,tt1274300,8
1481,tt0298845,9
1482,tt1399683,21
1483,tt1484522,2
1484,tt1313092,25
1485,tt0120029,13
1486,tt0395495,19
1487,tt0446029,46
1488,tt1185344,2
1489,tt1462758,46
1490,tt4991978,1
1491,tt0804497,21
1492,tt1270761,35
1493,tt0489212,1
1494,tt1438254,24
1495,tt0879870,32
1496,tt1361313,8
1497,tt1520498,3
1498,tt1198101,7
1499,tt0954947,24
1500,tt1529567,8
1501,tt1235189,19
1502,tt1226236,10
1503,tt1334260,26
1504,tt1244754,23
1505,tt1458175,40
1506,tt1046947,10
1507,tt0166943,6
1508,tt1498569,15
1509,tt1385826,49
1510,tt2394045,1
1511,tt0375154,21
1512,tt0108148,10
1513,tt1314655,29
1514,tt1564585,29
1515,tt0116704,15
1516,tt0810922,25
1517,tt0089424,12
1518,tt1219289,72
1519,tt0430779,10
1520,tt0881320,34
1521,tt1092026,37
1522,tt1282140,36
1523,tt0087078,32
1524,tt0427969,15
1525,tt0843358,2
1526,tt1182350,28
1527,tt1371155,19
1528,tt0119086,6
1529,tt0775489,22
1530,tt1431181,19
1531,tt1212443,2
1532,tt0872230,12
1533,tt1191111,11
1534,tt1321865,20
1535,tt0808526,8
1536,tt0862467,20
1537,tt0338096,15
1538,tt1477837,19
1539,tt0118747,16
1540,tt1666186,22
1541,tt0985694,50
1542,tt0119095,5
1543,tt1183923,14
1544,tt1695994,7
1545,tt1470827,25
1546,tt1245526,60
1547,tt1152822,6
1548,tt0367594,39
1549,tt1032751,20
1550,tt1423995,23
1551,tt0476995,9
1552,tt1532503,25
1553,tt0947798,77
1554,tt1464174,27
1555,tt1542344,45
1556,tt1130964,4
1557,tt1600195,39
1558,tt1560957,2
1559,tt0120520,6
1560,tt3118452,4
1561,tt0118966,12
1562,tt0000091,2
1563,tt1130087,1
1564,tt1053810,20
1565,tt1262416,46
1566,tt0120373,4
1567,tt1334512,23
1568,tt1321860,32
1569,tt5022702,6
1570,tt1164999,27
1571,tt1120985,28
1572,tt1233192,10
1573,tt1033575,34
1574,tt1582507,34
1575,tt0968264,25
1576,tt1372686,17
1577,tt1570728,36
1578,tt1462041,35
1579,tt1596346,21
1580,tt1244668,15
1581,tt0790804,7
1582,tt1243957,42
1583,tt0186589,6
1584,tt0053125,73
1585,tt0120757,8
1586,tt1013860,26
1587,tt1161864,27
1588,tt1605783,41
1589,tt0770703,29
1590,tt1645089,19
1591,tt1093357,28
1592,tt0120820,9
1593,tt0120036,2
1594,tt1502404,38
1595,tt0205271,7
1596,tt0462346,8
1597,tt0337692,26
1598,tt1518812,16
1599,tt1291652,19
1600,tt1591095,37
1601,tt1438176,36
1602,tt1464540,48
1603,tt1570989,4
1604,tt1041804,24
1605,tt1499658,83
1606,tt0491152,26
1607,tt0120610,6
1608,tt1564367,38
1609,tt1486185,41
1610,tt1504320,55
1611,tt1212419,29
1612,tt0465602,37
1613,tt1401152,29
1614,tt0472399,50
1615,tt1067774,17
1616,tt1067583,22
1617,tt0433035,66
1618,tt0935075,19
1619,tt1454029,34
1620,tt1334553,13
1621,tt1440161,22
1622,tt1319716,4
1623,tt0480687,38
1624,tt0993842,43
1625,tt1540133,46
1626,tt0349467,18
1627,tt0123324,3
1628,tt0115693,11
1629,tt1210166,31
1630,tt0193925,3
1631,tt1116184,24
1632,tt1189340,32
1633,tt1583420,28
1634,tt1544600,6
1635,tt0970468,11
1636,tt1531663,15
1637,tt1289419,2
1638,tt0945513,63
1639,tt0155753,12
1640,tt1555064,12
1641,tt1071875,48
1642,tt1268799,19
1643,tt1403177,16
1644,tt1562847,3
1645,tt0049408,20
1646,tt1411238,30
1647,tt1416801,23
1648,tt1588334,12
1649,tt1615147,32
1650,tt1527186,32
1651,tt1586752,31
1652,tt1637706,14
1653,tt0021884,30
1654,tt1194417,20
1655,tt1001526,66
1656,tt0838221,24
1657,tt1588337,18
1658,tt1436045,26
1659,tt1541995,5
1660,tt1251743,14
1661,tt1440292,13
1662,tt1512235,18
1663,tt1650062,38
1664,tt1341167,12
1665,tt0434139,20
1666,tt1529572,18
1667,tt0857190,24
1668,tt1650043,22
1669,tt1604171,11
1670,tt1242460,34
1671,tt1374992,44
1672,tt1655460,33
1673,tt6333082,1
1674,tt1659337,32
1675,tt0118691,10
1676,tt0437777,5
1677,tt0433412,9
1678,tt1322269,46
1679,tt1730687,16
1680,tt0056869,87
1681,tt0119013,29
1682,tt0119509,2
1683,tt0402894,8
1684,tt1396218,53
1685,tt1588170,24
1686,tt1740707,23
1687,tt0233508,2
1688,tt1449283,46
1689,tt1667307,14
1690,tt0252028,20
1691,tt1668200,14
1692,tt1702443,15
1693,tt1578275,34
1694,tt0478304,33
1695,tt1772240,24
1696,tt1255953,33
1697,tt1584131,3
1698,tt1340107,23
1699,tt1314190,1
1700,tt1450328,1
1701,tt0237534,23
1702,tt0126250,12
1703,tt1743720,4
1704,tt1612774,16
1705,tt1411704,29
1706,tt1554091,13
1707,tt1568921,39
1708,tt1464580,19
1709,tt0381940,9
1710,tt1405810,8
1711,tt0182914,1
1712,tt0772193,13
1713,tt1055369,75
1714,tt0417741,91
1715,tt1049413,70
1716,tt1119646,56
1717,tt0796366,75
1718,tt0892782,52
1719,tt1080016,82
1720,tt0458525,79
1721,tt1078912,41
1722,tt0099558,17
1723,tt1041829,42
1724,tt0436595,4
1725,tt1046173,52
1726,tt1114740,30
1727,tt0314498,10
1728,tt0936501,76
1729,tt0808151,71
1730,tt0438488,72
1731,tt0436339,47
1732,tt1136608,45
1733,tt0135640,2
1734,tt0446013,32
1735,tt0426615,5
1736,tt0361748,66
1737,tt0409459,89
1738,tt1152836,44
1739,tt1001508,33
1740,tt1142800,12
1741,tt1135503,17
1742,tt1142988,40
1743,tt0448011,44
1744,tt1114677,14
1745,tt0327597,46
1746,tt0785006,25
1747,tt1155056,34
1748,tt1198138,15
1749,tt1075417,29
1750,tt1111422,29
1751,tt0758746,40
1752,tt0292631,1
1753,tt0118787,5
1754,tt0974661,22
1755,tt1144884,30
1756,tt0452694,33
1757,tt0889583,13
1758,tt0901476,30
1759,tt1201167,17
1760,tt0082782,20
1761,tt0472160,11
1762,tt0804452,8
1763,tt0457400,18
1764,tt1078588,27
1765,tt0834001,54
1766,tt0119783,11
1767,tt1045778,23
1768,tt1139668,27
1769,tt1127180,41
1770,tt0258153,11
1771,tt0358135,23
1772,tt1148204,29
1773,tt0120901,14
1774,tt0158493,8
1775,tt1135487,26
1776,tt1385912,8
1777,tt0473705,28
1778,tt0858479,9
1779,tt0038787,58
1780,tt0844708,27
1781,tt0393597,17
1782,tt0465580,19
1783,tt0821642,26
1784,tt1311067,20
1785,tt0366532,9
1786,tt0287467,28
1787,tt0165494,1
1788,tt0119115,16
1789,tt0881891,23
1790,tt0119280,8
1791,tt1153706,7
1792,tt0963178,28
1793,tt0775552,25
1794,tt0472033,39
1795,tt1197628,21
1796,tt0306734,13
1797,tt1100119,17
1798,tt1034032,25
1799,tt0494238,29
1800,tt1083456,20
1801,tt0400525,9
1802,tt1095174,15
1803,tt0417415,6
1804,tt0133046,10
1805,tt0780567,16
1806,tt0971209,29
1807,tt1092633,6
1808,tt1032815,14
1809,tt0484562,16
1810,tt0876563,38
1811,tt1130080,26
1812,tt1121931,37
1813,tt0887912,59
1814,tt0862846,9
1815,tt0795438,7
1816,tt0090756,24
1817,tt0899106,20
1818,tt0443637,6
1819,tt1225822,17
1820,tt1097013,9
1821,tt1232783,22
1822,tt1176740,8
1823,tt0365929,30
1824,tt0042192,28
1825,tt1098327,23
1826,tt0120389,6
1827,tt0891592,19
1828,tt0124595,5
1829,tt0365830,15
1830,tt0105399,17
1831,tt1131734,42
1832,tt1258134,2
1833,tt0865559,22
1834,tt0844479,17
1835,tt1127896,15
1836,tt0185125,37
1837,tt1142433,16
1838,tt1178663,27
1839,tt0976222,13
1840,tt0800003,10
1841,tt0040506,21
1842,tt1182345,43
1843,tt1151922,20
1844,tt1286537,10
1845,tt1068646,13
1846,tt0844286,15
1847,tt1103275,11
1848,tt1179258,11
1849,tt0808244,15
1850,tt0892255,23
1851,tt0120765,3
1852,tt0120323,6
1853,tt1194238,5
1854,tt1103982,10
1855,tt0865554,13
1856,tt0810784,9
1857,tt1262981,14
1858,tt0462465,32
1859,tt0086190,127
1860,tt0920458,10
1861,tt1091617,4
1862,tt0804529,11
1863,tt1232207,13
1864,tt0076245,10
1865,tt0318202,4
1866,tt1068641,15
1867,tt0120725,7
1868,tt1278340,25
1869,tt1161064,1
1870,tt0458522,4
1871,tt0120190,1
1872,tt0409345,10
1873,tt1151915,5
1874,tt0988849,12
1875,tt1007018,3
1876,tt0243133,28
1877,tt3068192,5
1878,tt0486541,1
1879,tt0311110,9
1880,tt1226681,12
1881,tt0443473,17
1882,tt0120512,4
1883,tt0780511,15
1884,tt1156398,46
1885,tt1226271,9
1886,tt0120112,6
1887,tt1220220,12
1888,tt1087527,5
1889,tt0118663,3
1890,tt0897361,17
1891,tt1068678,10
1892,tt1161418,6
1893,tt0159423,1
1894,tt0120550,5
1895,tt0986263,48
1896,tt0386117,42
1897,tt0292963,38
1898,tt0080716,12
1899,tt1259571,62
1900,tt1130884,42
1901,tt3169706,23
1902,tt0131857,14
1903,tt1174732,17
1904,tt1035736,22
1905,tt1103153,40
1906,tt0120478,4
1907,tt1078940,30
1908,tt0450405,20
1909,tt1233227,37
1910,tt0186508,13
1911,tt1314228,23
1912,tt1234548,30
1913,tt0120202,5
1914,tt1193138,38
1915,tt0485985,14
1916,tt0780595,6
1917,tt1071812,9
1918,tt0878835,8
1919,tt1149362,21
1920,tt1423894,21
1921,tt1235166,25
1922,tt1017460,36
1923,tt0377084,7
1924,tt1128071,1
1925,tt0119988,1
1926,tt0318850,12
1927,tt0221013,2
1928,tt1175506,3
1929,tt1392197,23
1930,tt0120399,35
1931,tt0243493,13
1932,tt1155076,43
1933,tt1179904,33
1934,tt1477715,16
1935,tt0366777,3
1936,tt1210042,27
1937,tt1315981,25
1938,tt0878804,34
1939,tt1212436,35
1940,tt1273678,22
1941,tt0817230,34
1942,tt1294226,17
1943,tt1121977,14
1944,tt1270286,8
1945,tt1433108,28
1946,tt0929632,28
1947,tt0412536,12
1948,tt1220628,5
1949,tt0120777,9
1950,tt0804516,17
1951,tt1276105,6
1952,tt1070858,5
1953,tt4995790,30
1954,tt1179034,41
1955,tt0203755,16
1956,tt0330602,5
1957,tt1058017,26
1958,tt1197624,43
1959,tt1172994,20
1960,tt0159382,8
1961,tt1152398,23
1962,tt1188729,30
1963,tt0119053,10
1964,tt1172570,17
1965,tt1220198,25
1966,tt1231587,33
1967,tt0362478,26
1968,tt1172233,18
1969,tt1057500,32
1970,tt1067106,54
1971,tt0119484,9
1972,tt0875034,14
1973,tt0432283,32
1974,tt1186367,29
1975,tt1230414,26
1976,tt1210071,7
1977,tt0046912,55
1978,tt0790712,18
1979,tt0137401,1
1980,tt0898367,47
1981,tt1095217,35
1982,tt1125929,6
1983,tt1054606,33
1984,tt0119381,11
1985,tt0118900,10
1986,tt0118760,12
1987,tt0473102,8
1988,tt0756703,3
1989,tt0762125,22
1990,tt0120782,4
1991,tt0841032,3
1992,tt0499549,108
1993,tt1135084,34
1994,tt0976238,25
1995,tt0116790,8
1996,tt0331952,15
1997,tt0119891,16
1998,tt1131729,30
1999,tt0118531,17
2000,tt0038109,55
2001,tt0780521,54
2002,tt1019452,34
2003,tt0380510,31
2004,tt0466893,10
2005,tt0375568,27
2006,tt0142231,2
2007,tt0149367,8
2008,tt0988045,49
2009,tt0354766,11
2010,tt1333668,2
2011,tt0119225,6
2012,tt1300851,19
2013,tt1244659,27
2014,tt1294213,10
2015,tt1263670,25
2016,tt0808285,7
2017,tt1156143,5
2018,tt1105512,2
2019,tt1091722,19
2020,tt1160368,24
2021,tt1930463,13
2022,tt1185836,13
2023,tt1074929,4
2024,tt1186830,31
2025,tt0308383,15
2026,tt1231580,36
2027,tt1403241,10
2028,tt0237539,4
2029,tt1190080,43
2030,tt0270707,10
2031,tt0107756,4
2032,tt0913354,27
2033,tt1129445,9
2034,tt1285309,12
2035,tt1148165,5
2036,tt1532957,2
2037,tt1194263,12
2038,tt1216492,28
2039,tt0338077,4
2040,tt1434447,2
2041,tt0118927,2
2042,tt0448134,25
2043,tt1462054,8
2044,tt1391137,8
2045,tt0088178,7
2046,tt1336617,11
2047,tt0238829,1
2048,tt1232776,15
2049,tt1259574,4
2050,tt1235796,11
2051,tt0080117,14
2052,tt1183672,3
2053,tt1017451,11
2054,tt1303828,15
2055,tt0318411,13
2056,tt1247662,5
2057,tt0150915,2
2058,tt1421051,13
2059,tt1188996,12
2060,tt1281374,4
2061,tt1407061,10
2062,tt1264904,18
2063,tt1245112,23
2064,tt1289406,20
2065,tt0485601,25
2066,tt1149361,15
2067,tt0098439,38
2068,tt0178737,8
2069,tt1134854,14
2070,tt1303803,1
2071,tt1334479,1
2072,tt1266029,18
2073,tt1305806,27
2074,tt0119517,7
2075,tt1247644,4
2076,tt1489167,5
2077,tt1148200,8
2078,tt1379182,19
2079,tt1428556,9
2080,tt1150947,6
2081,tt0118764,1
2082,tt1242432,25
2083,tt0427470,20
2084,tt1056477,1
2085,tt1147684,2
2086,tt3901250,1
2087,tt1034324,4
2088,tt1151410,6
2089,tt1316536,7
2090,tt0118892,4
2091,tt0491747,7
2092,tt0796368,8
2093,tt0772178,3
2094,tt0371746,88
2095,tt0367882,75
2096,tt0924129,16
2097,tt0259393,7
2098,tt0448157,37
2099,tt0243862,9
2100,tt0255653,3
2101,tt0910970,93
2102,tt0441773,68
2103,tt0841044,19
2104,tt1099212,49
2105,tt0479952,47
2106,tt0830515,105
2107,tt0451079,46
2108,tt1000774,27
2109,tt0360009,11
2110,tt1205489,28
2111,tt0795421,34
2112,tt0234853,3
2113,tt0822832,37
2114,tt0499448,44
2115,tt1010048,46
2116,tt0157583,10
2117,tt0119535,15
2118,tt0800080,51
2119,tt0493464,40
2120,tt0425061,51
2121,tt0421715,86
2122,tt0247196,14
2123,tt0369436,22
2124,tt0397892,61
2125,tt0942385,45
2126,tt0317910,10
2127,tt0158371,18
2128,tt0377744,3
2129,tt0960731,33
2130,tt0859163,57
2131,tt0119906,12
2132,tt0105665,33
2133,tt0246772,10
2134,tt0373051,31
2135,tt1059786,49
2136,tt0838283,26
2137,tt0960144,38
2138,tt0120723,6
2139,tt1068680,44
2140,tt0119644,2
2141,tt1016268,4
2142,tt1014775,16
2143,tt0962726,14
2144,tt0155388,3
2145,tt0910936,46
2146,tt0061395,37
2147,tt0985699,51
2148,tt1033643,28
2149,tt0254099,3
2150,tt0859760,3
2151,tt0489099,35
2152,tt0047688,5
2153,tt0145734,10
2154,tt1060277,41
2155,tt0970416,42
2156,tt0411477,71
2157,tt0443274,27
2158,tt0416236,23
2159,tt0348593,10
2160,tt0425601,4
2161,tt0378947,20
2162,tt0216800,10
2163,tt0315273,3
2164,tt0770752,30
2165,tt0814314,41
2166,tt0116922,32
2167,tt0120687,3
2168,tt0285441,8
2169,tt0790602,3
2170,tt0430922,30
2171,tt0949731,32
2172,tt0455805,15
2173,tt0165859,7
2174,tt0255055,2
2175,tt0314630,1
2176,tt0800039,41
2177,tt0871426,11
2178,tt0308508,3
2179,tt0298408,8
2180,tt1023481,24
2181,tt1132626,38
2182,tt0482606,22
2183,tt0371257,16
2184,tt0865556,35
2185,tt0420238,33
2186,tt0187859,2
2187,tt1024943,5
2188,tt0455824,31
2189,tt0095801,9
2190,tt0974554,16
2191,tt0866437,19
2192,tt1166094,2
2193,tt0120742,6
2194,tt0119887,6
2195,tt0852713,22
2196,tt0410377,22
2197,tt0118523,7
2198,tt0119152,11
2199,tt0866439,24
2200,tt0800027,14
2201,tt1045670,15
2202,tt1018785,14
2203,tt0449994,10
2204,tt0811080,19
2205,tt0188160,1
2206,tt0388789,5
2207,tt0213847,27
2208,tt0926129,13
2209,tt7594568,1
2210,tt0462499,62
2211,tt0157208,3
2212,tt0494652,12
2213,tt1047494,5
2214,tt0467197,30
2215,tt1034331,36
2216,tt0120151,1
2217,tt0180668,1
2218,tt0364955,8
2219,tt0758774,59
2220,tt0947802,20
2221,tt1073498,24
2222,tt0481536,18
2223,tt0416212,14
2224,tt0119723,4
2225,tt0452608,38
2226,tt0824747,42
2227,tt0427312,9
2228,tt0266391,10
2229,tt1185834,16
2230,tt1068649,11
2231,tt0189584,4
2232,tt0976051,27
2233,tt0839980,11
2234,tt1129423,11
2235,tt0918927,24
2236,tt0817538,12
2237,tt0342172,3
2238,tt0832266,34
2239,tt0811138,19
2240,tt0458364,7
2241,tt1013753,17
2242,tt1082868,21
2243,tt0981227,19
2244,tt1007028,32
2245,tt0406759,49
2246,tt0379865,23
2247,tt0424565,1
2248,tt0790686,35
2249,tt0775488,2
2250,tt1032856,8
2251,tt0482603,40
2252,tt0200465,38
2253,tt0259484,8
2254,tt0880578,36
2255,tt0200669,10
2256,tt1034303,33
2257,tt0120728,3
2258,tt0318034,12
2259,tt0430770,17
2260,tt0032904,16
2261,tt0095250,29
2262,tt0119621,1
2263,tt0479968,15
2264,tt0467200,30
2265,tt0421073,25
2266,tt1125849,29
2267,tt0119578,3
2268,tt0153464,2
2269,tt0426592,20
2270,tt1175491,31
2271,tt0398872,5
2272,tt1023111,24
2273,tt0988047,23
2274,tt0497465,42
2275,tt0243017,7
2276,tt0959337,29
2277,tt0364970,31
2278,tt0248126,13
2279,tt0443701,35
2280,tt0119620,2
2281,tt0951216,13
2282,tt0329388,8
2283,tt0373175,1
2284,tt0463345,3
2285,tt0831887,39
2286,tt0456521,2
2287,tt0465502,14
2288,tt0168808,2
2289,tt1046163,19
2290,tt0328962,3
2291,tt0118694,17
2292,tt0870111,19
2293,tt0352994,7
2294,tt0846308,10
2295,tt0963794,25
2296,tt0411061,29
2297,tt0374563,10
2298,tt1027862,17
2299,tt0482572,24
2300,tt0814022,20
2301,tt0486321,17
2302,tt0374900,11
2303,tt0441048,3
2304,tt0119832,7
2305,tt1213644,11
2306,tt0254455,28
2307,tt0092090,2
2308,tt1275521,2
2309,tt0391024,2
2310,tt0115744,14
2311,tt0864761,16
2312,tt0301414,8
2313,tt1127715,8
2314,tt0309987,28
2315,tt1045655,7
2316,tt1146325,4
2317,tt0995039,24
2318,tt0118818,3
2319,tt0815241,11
2320,tt0089015,4
2321,tt0210727,5
2322,tt1084950,18
2323,tt0264578,2
2324,tt3696218,2
2325,tt0796307,3
2326,tt1275863,6
2327,tt0449951,13
2328,tt1111948,4
2329,tt0765476,21
2330,tt0374546,28
2331,tt1091751,5
2332,tt0118926,4
2333,tt0799934,14
2334,tt0114134,5
2335,tt0120643,1
2336,tt0483607,31
2337,tt0489281,12
2338,tt0892375,2
2339,tt0072226,17
2340,tt0857191,12
2341,tt0112924,1
2342,tt1236254,5
2343,tt0914798,29
2344,tt0169388,1
2345,tt0126036,1
2346,tt1135985,29
2347,tt0126604,5
2348,tt1042877,11
2349,tt0119590,6
2350,tt0180679,2
2351,tt0450314,37
2352,tt0460791,21
2353,tt0449851,14
2354,tt0118851,9
2355,tt1046997,13
2356,tt0205873,11
2357,tt1226774,16
2358,tt0052311,35
2359,tt0970411,36
2360,tt0780536,35
2361,tt0785007,15
2362,tt0770810,6
2363,tt0996382,11
2364,tt0489282,5
2365,tt1031969,15
2366,tt0307385,6
2367,tt0120823,4
2368,tt0362225,15
2369,tt1724965,5
2370,tt0425413,18
2371,tt0416044,26
2372,tt0482088,17
2373,tt0385635,2
2374,tt0120514,8
2375,tt1032755,21
2376,tt0120856,4
2377,tt0089881,33
2378,tt0813547,15
2379,tt0363532,6
2380,tt0439662,5
2381,tt0301893,1
2382,tt0116041,3
2383,tt0280720,9
2384,tt0893382,7
2385,tt0188030,10
2386,tt0137439,5
2387,tt1104733,5
2388,tt0460780,16
2389,tt0844671,9
2390,tt1182937,5
2391,tt0800240,19
2392,tt1092082,7
2393,tt1054588,9
2394,tt1001562,7
2395,tt0914797,10
2396,tt0423977,6
2397,tt0093713,14
2398,tt0162710,6
2399,tt0383028,11
2400,tt0138874,2
2401,tt0444112,4
2402,tt0861689,28
2403,tt0361309,9
2404,tt0379948,1
2405,tt1130088,9
2406,tt1155592,10
2407,tt1024715,14
2408,tt0137386,1
2409,tt0455538,25
2410,tt0102536,12
2411,tt0978759,9
2412,tt0168987,5
2413,tt0216817,2
2414,tt0380585,3
2415,tt1012804,10
2416,tt0119859,5
2417,tt1185616,15
2418,tt0152836,9
2419,tt0379217,7
2420,tt0757361,10
2421,tt0347304,10
2422,tt0800241,19
2423,tt0119219,7
2424,tt1331025,5
2425,tt0120866,16
2426,tt0119465,2
2427,tt1139797,29
2428,tt1082886,9
2429,tt0254686,24
2430,tt2461150,42
2431,tt1165276,3
2432,tt0436971,6
2433,tt0379225,4
2434,tt0889652,4
2435,tt0485272,5
2436,tt0216799,6
2437,tt0139362,4
2438,tt1029120,9
2439,tt0473692,3
2440,tt0405393,8
2441,tt0434124,8
2442,tt0118804,2
2443,tt0180837,1
2444,tt0191043,4
2445,tt0257953,0
2446,tt0119336,8
2447,tt0211103,1
2448,tt0929425,23
2449,tt0804505,10
